Genes,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old
Efna1,0,0,0,0,6.412114824,0,0,0,0,0,0,0,0,0,0,0,8.120666502,0,0,0,0,0,0,0,0,0,0,0,8.848931655,0,0,0,8.400625712,0.895985181,0,0,8.165816823,7.408158212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.538706039,0,0,0,0,0,0,0,0,0,6.038807815,0,0,0,0,0,8.755124469,7.541053699,6.697018556,0,0,0,0,0,0,0,0,0.918778353,8.157267115,0,0,0,2.351980817,0,0,0,0,0,0,0,0,0,0,7.927815569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.593941401,0,0,0,0,5.770673531,0,7.697273736,0,7.110160413,1.03319931,0,0,0,0,0,0,5.714277188,7.470496247,0,0,0,0,0,7.532461798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.852269989,4.278506834,0
Abca4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.455582465,0,0,0,0,0,0,0,0,0,0,0,1.089833289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.502643546,0,0,0,5.789203419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.372420506,0,5.544563357,0,0,0,0,0.915341027,0,0,0,3.921099029,0,0,0,0,0,0,1.550120563,0,0,3.692720784,0,0,0,6.634314572,0,0,0,0,0,0,0,0,0,0,0,0,0,6.125763019,0,2.673863453,5.133847882,0,0,0,0,1.030345919,0,0,0,3.141863393,0,5.434775952,0,0,0,0,2.128688864,0,0,0,5.864893323,0,0,0,2.804064635,4.785104282,0,5.252462526,0,1.36877564,0,7.747698956,0
Tmem56,0,0,0,0,0,0,0,3.804931843,0,0,0,0,0,0,0,0,0,4.070523628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.846396266,0,0,0,0,0,0,0,0,0,0,0,0,3.582020484,6.947730189,0,0,1.398879424,0,0,0,0,0,0,0,0,0,0,0,0,2.517031578,0,6.088178848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78868267,0,0,6.986941553,0,0,0,0,0,0,3.333374432,0,0,0,0,0,0,0,0,0,4.138191016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87346111,0,0,0,0,0,0,0,0,7.088450352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.886151618,0,0,0,0,0,0,0,0,0,0,0,0,0,6.027527803,0,0,0,0
Rorc,0,5.754831255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.856851136,0,0,0,0,0,0,0,0,0,5.126766816,0,0,0,0,3.507541268,0,0,0,0,1.034677561,0,0,0,3.772942484,0,0,0,0,5.985204321,3.156825692,0,0,0,0,0,8.444715352,0,0.971786452,4.421803755,0,0,0,6.564507898,0,0,0,3.798674185,0,0,0,0,0,8.079508824,0,0,0,0,7.640643371,2.329188217,0,0,0,0,0,0,0,0,0,4.302908452,0,0.969142947,0,0,0,0,0,3.207698329,0,0,0,6.590155476,4.197701646,0,0,0,4.789967636,7.54527037,0,0,0,0,3.506154932,0,0,6.031785813,0,0,6.087223789,0,5.102134405,0,0,0,0,3.40797463,0,0,0,2.670781472,7.182890131,0,6.328599017,0,4.093705396,0,0,0,0,0,0,0,0,0,6.214400192,0,0,0,5.900552395,0,0,0,0,0,0,0,0,0,0,5.616558718,0,0,1.02229859,0,0,0,0,0,0
Gem,0,0,0,8.960139725,0.971545379,0,0,0,0,0,0,0,0,0,0,0,7.60937497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.340971758,0,9.418397115,0,5.523106215,0,4.006835788,0,0,0,0,5.770814614,5.833222286,0,0,0,0,0,0,0,0,0,0,5.436540276,0,0,3.703046005,0,0,0,0,0,6.420626137,0,0,0,0,0,0,0,0,0,0,0,3.498115284,0,0,0,9.732148837,0,0,0,0,0,0,0,0,0,0,0,0,3.661364107,0,0,0,0,0,0,0,0,6.701625819,8.934827264,0,0,0,6.713886346,0,0,0,0,0,0,0,0,0,0,6.352100071,3.808743761,1.048485955,0,0,0,0,0,0,0,0,3.732192277,0,5.748750217,0,0,0,5.637111592,0,8.283567177,0,0,8.613392786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mllt3,2.390694442,6.909834738,8.075952673,8.932540454,8.102542733,2.916496056,4.051763013,8.74255896,5.517268595,6.767076225,2.518340837,10.31049441,8.884790255,0,1.596993889,0,2.989295146,0,3.196137508,3.707954727,4.915286463,8.520929223,5.099237912,4.36783459,0,2.309239492,8.728672475,3.134429054,8.0245201,8.136272186,0,6.493769413,5.114545537,0,0,6.910682147,1.826113765,1.639925135,7.356516596,5.772642403,9.022145217,9.444994214,8.318229157,5.47479659,1.70024233,10.37043338,9.054704449,9.114574546,10.18954659,7.056499142,4.810660085,9.298667406,0.840810761,9.282041988,8.228891089,9.951862269,7.13948111,3.528916227,0,2.801076546,3.839430117,6.044981028,8.108546117,7.859428519,5.879977846,8.780633843,10.58567903,3.169061607,5.907115098,1.391578632,9.331679159,1.170436106,5.434283369,4.919833231,5.13666562,7.35837708,10.3033781,8.85779864,0,6.616207052,2.538112775,4.266674541,5.757175397,1.249676005,6.630497413,0,0,0,0,7.106302591,5.708178846,1.070617507,0,7.210872625,7.763068233,8.004266593,6.853520345,7.860788184,6.935931483,4.309330338,8.762706216,6.956338383,4.454846614,4.381581703,10.29359227,5.035537601,5.867006297,7.138483618,6.241262013,8.277472279,0.930254707,2.336426022,4.51412603,0,3.655909822,2.518474357,6.772828198,0,4.238518993,3.286903459,1.079848598,9.328566685,6.77983762,3.851804698,0,0,0,7.87772388,7.912379078,1.001055204,3.678202327,0,8.442066211,5.653090052,6.620826392,8.083503379,8.74492068,0,7.759928155,0,7.377283453,3.565725051,7.738240688,3.991214977,7.090285705,0.976202458,0.994422509,2.914613714,3.024126288,0.916776393,9.126173123,9.589278753,2.140107699,1.954964441,6.731572366,6.175411261,5.978071039,4.994139881,4.296757946,0,8.808942749,6.497105966,2.737551281,0,8.64164373,7.070125566
Abcb1b,0,0,0,3.244241679,0,0,0,0,1.029811487,0,0,1.948832616,6.746757402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.153855429,0,0,0,0,0,0,0,1.052275231,0,0,0,0,0,0,0,0,3.098617066,0,0,0,0,0,0,6.784041399,0,0,5.817765001,7.177041443,0,0,0,0,0,0,0,0,2.329188217,0,2.623310313,0,0,0,0,0,5.110853486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.966756616,0,5.178322781,7.268367692,7.178499435,0,0,0,0,0,4.632586446,5.308003279,4.20508031,0,0,0,0,0,1.971800645,1.000364778,0,0,0,0,1.001055204,0,0,0,0,0,0,0,0,5.844560304,0,6.576316222,0,0,0,0,0,0,6.562629249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104079076,0,0,0,0,0,0,0,0,0,0,0,0,0,2.254972442,0,0,0,8.777924939,0,0,0,0,3.011543599,7.107722773,0,1.667816781,0,5.717867667,0,0,0,0,1.393100305,0,0,0,0,0,0,0,6.990537771,0,0,0,7.15846267,0,0,7.39447486,0.918370046,0,7.541306046,0,0,0,0,0,2.623310313,7.78448735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.819058605,0,6.01008035,0,0,0,0,0,0,0,0,0,7.706466723,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41384102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08161701,0,0,0,0,7.899314085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plac8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.076794426,0,0,7.806133855,0,1.70024233,0,0,0,2.885407307,0,0,1.986017448,0,0,0,0,0,1.511496015,0,0,0,0,0,0,0,0,0,0,1.719592871,0,0,0,0,0.937481171,5.824483446,0,0,7.007770523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.452564437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.361987074,5.062059843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.284935826,0,0,0,0,0,8.150094358,0,0,0,7.857099308,0,0,0,0,0,1.05026709,0,0,0.998827976,0,0,6.777674232,0,0,0,0,4.442905781
Mcm7,6.259097763,0,7.080841669,4.495292237,0,7.701468267,0,0,2.891046346,0,0,0,0,5.500795568,1.007590961,2.173890739,0,0,0,0,0,0,9.638787581,0,7.865961095,0,0,0,0,0,0,7.535278432,0,0,0,0,1.152149508,7.784460735,0,1.358931475,0,0,0,6.214793595,0,0,0,1.052275231,0,7.056499142,0,7.415397459,0,0.823755532,0,0,0,0,1.001850742,0,0,0,0,0,6.112260579,3.513870965,0,0,0,0,0,6.311363009,0,0,0,0,0,0,2.623310313,0,0,0,0,0,2.510026859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915341027,0,0,0,0,0,0,0,0,0,0,0,0,0,4.744969043,0,0,0,4.381421675,0,0,7.420771517,2.507330799,0,0,0,6.572252147,0,0,0,0,0,0,0,0,7.470009778,0,7.844099937,0,0,0,0,7.721902997,7.326793418,0,0,0.86214546,5.422403289,5.327670307,0,0,0,0,0,0,0,0,0,6.545114308,8.119755304,0,0,0,0,0,8.447801391,0,0
Nt5c3,0,0,0,0,0,0,7.023977695,7.236560615,0,0,0,0,7.04667846,7.917348036,6.387975557,0,0,0,4.285949262,0,0,4.629304629,0,0,0,0,0,0,0,0,4.851706628,6.860500213,0,8.705357967,0,0,3.456448523,6.52238049,8.958240037,7.182499434,8.471315184,0,5.966386022,0,7.187785978,6.435059693,5.760207282,3.495582652,0,0,0,7.197255252,6.011584317,4.960958805,1.393100305,0.971786452,4.699212756,6.028892872,6.421253067,0,4.427415314,4.284291325,8.22963461,5.78739776,6.313002617,1.359350847,7.302880447,6.511735871,0,0,6.835376364,0,7.351624531,6.767834558,0,8.514427171,5.268296513,4.671943016,2.623310313,1.869826043,5.294587343,2.756335059,8.127548412,5.828530141,0,7.491770664,0,0.940408371,0,7.433148448,0.944375687,0,8.488328129,6.795836915,4.59957373,7.988071699,6.540563024,8.270388677,5.471249542,6.474663043,0,6.824323661,3.549828133,7.668546816,0,3.63090991,5.907551469,0,7.075666169,6.268494478,7.020534096,0,5.688548884,0,4.440085109,7.404434534,0,7.69830634,7.5433048,0,0,3.13718772,7.080807999,0,6.525941607,0,7.781418129,7.840870842,0,0,4.125889432,3.341238558,6.93517996,8.492267825,8.413530203,5.818953115,2.776617257,5.604240779,0,8.013128608,4.174857535,7.049430446,3.667681753,8.284440617,6.155331784,0,8.641529587,0.971537905,0,3.286608991,8.980284324,7.10446352,0,7.967355138,6.962595085,0,8.431972206,2.804064635,1.030416121,3.89225357,5.57971784,4.283637628,8.149958867,5.759363681,4.969368163,0
Clec1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57416934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07521652,0,0,0,0,4.097416373,0,0,0,0,0,0,0,0,0,0,5.579090648,0
Art4,3.868403321,0,0,0,0,0,0,6.907266831,0,2.464434941,0,0,3.632638037,0,0,0,6.531200213,0,0,0,0,0,0,0,0,0.994535316,4.882037658,0,2.255365317,0,0,0,0,0,0,0,0,5.506479582,0,5.554581909,0,0,0,0,0,0,0,8.160276035,0,0,0,7.314822223,7.526336514,0,0,0,0,0,3.814401355,0,0,0,0,0,5.347747166,0,1.751321773,7.884162541,0,0,2.373952132,0,0,0,0,0,0,0,13.11655156,4.341601622,7.402519489,2.756335059,0,6.449512914,0,0,0,0.940408371,0,0,0,0,0,0,0,0.951345443,0,8.113894802,0,0,0,0,0,4.301124967,1.1237704,3.63090991,0,0,0,7.425553455,5.993578515,6.516167375,6.985398347,8.883857874,5.962388558,0,0,7.998997981,0,0,7.174358795,1.213629876,1.924057393,0.985900323,0,0,7.006496177,4.95388701,0,0,0,1.864029851,5.953532129,3.380836848,8.250434181,0,0,0,0,8.013128608,1.50649236,0,7.794568815,6.579108594,0,0,0,0,0,0,7.849682476,0,0,0,4.750948251,5.143141035,4.953294887,0,0,0,4.431639541,0,7.877149825,0,0,0
Dennd5b,2.871431421,0,2.537816269,0,0.971545379,1.458248028,0,2.737410271,0,2.464434941,4.237375891,0.974416308,4.141821006,6.688151104,0,2.967822569,1.579306903,0,0,0,0,0,2.948020643,1.689709073,2.278237848,2.570836498,0,3.470782645,6.21123625,5.932783408,0,4.337224172,3.041720422,0.895985181,0,2.254972442,0,0,5.696540288,3.512786905,1.309281277,0,6.251571769,0,0,0,1.089833289,3.335633562,5.458233102,3.927151038,0,0.993008724,2.908727332,0,0,0,2.932514552,0,5.625101225,0,1.279810039,2.142145663,0,0,5.570314182,4.078052541,2.775779337,4.337629359,0,0,3.398372996,2.340872213,0,0,2.636632002,5.773689757,0,5.273554902,0,1.869826043,0,4.156150803,0,3.463156818,2.162775102,3.922241849,7.020441892,0.940408371,0.969142947,5.668287191,6.232797221,2.141235014,0.94463359,5.601152796,0,0,3.482954629,2.64260519,4.997241743,1.470787791,0,2.540955549,3.747876254,0,4.935956307,3.2614445,2.869411,0.891683538,0,4.799023325,1.474418827,8.611858784,4.239066547,0,6.198009896,8.463073961,1.514601058,3.575377685,1.848878368,2.297446925,0,1.923557844,0,2.957700968,4.586634994,1.048485955,0,6.611049104,3.321823954,0,0,6.513558438,0,8.153292766,3.028180421,0,0,3.581957181,3.812732964,0,0.950490853,0,0.991147548,0.849115235,5.465872896,2.266671913,3.152244774,0,0,3.581745068,0.911976442,0,0,0,2.438644663,1.094182958,0,0,4.121664485,0,3.975071193,0,1.36877564,0,0,3.623033616
Klrb1c,0,0,0,0,0,5.816503023,0,0,0,0,0,8.086883637,0,0,0,0.936243781,0,0,5.744141917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.455582465,0,0,0,0.865083178,8.732853443,0,7.657653011,0,0,0,0,0,0,0,0,0,8.17605617,0,0,5.80912379,0,0,0,0,0,0,0,0,0,5.307169454,0,0,0,0.859796436,0,0,0,0,0,0,7.500656537,0,6.180709492,0,0,9.049702036,0,8.456341431,0,5.982019103,0,0,0,0,0,0,0,0,0,0,0,7.081866237,0,5.512520337,2.154665169,0,0,5.993630635,0,0,0,0,0,0,0,0,0,0,0,8.165191854,0,6.306922069,0,10.09863853,0,0,4.198469568,0,7.155061015,0,0,6.673880292,0,0,0,0,6.746301254,0,0,0.955284564,0,0,0,0,0,0,4.831912336,8.616528282,0,0,0,0,0,0,0,0,1.023327141,3.004020941,0,7.661300105,0,0,0,0,0,0,0,0,0,0,0
Cd9,4.117394835,0,7.654617147,5.291130282,0,7.128740861,0,1.446230876,7.530890868,0.953373575,0,0,1.013298754,4.421041176,3.485692029,4.046378301,3.687235496,1.612906827,0,0,2.091415594,1.868841822,0,0,0,6.322809994,0.976407532,3.614447658,4.87284853,0,0,0,4.975129778,3.662306135,0,0,0,0,0.865083178,4.514272647,0,1.05243569,0,0.980274548,1.072733474,5.127753639,1.089833289,0,4.454951477,8.574127899,0,0.993008724,7.388963039,0,0,0.971786452,7.560716173,4.121597255,2.326225385,0,7.735676273,0,7.933407601,7.184017442,3.079640103,6.061932148,0,4.63910169,4.298982178,6.4751988,7.849211862,5.904141012,7.995032596,5.178235331,7.815486174,6.867871584,0,6.464906957,5.246620626,0.934913021,5.676578651,0.918778353,7.661629552,0,6.148501683,1.919157189,0,0,3.219423185,1.927122602,8.871902157,3.961755546,0,5.390694481,0.842500475,0,7.130303682,7.13228057,0.915341027,0,2.245564127,0,2.47975195,3.26966158,0,0,0,0,4.899173407,0,0,3.342669939,2.801498919,4.496819655,3.88250998,0,0,3.498872355,2.930402882,0,1.079848598,0,7.080807999,3.27508998,4.702154335,4.193943818,7.765215887,2.773964866,1.853198717,7.694611351,3.599496773,0.932014926,0,1.017733302,0,6.512426679,1.195823963,6.321152666,2.060691839,7.60222532,0,4.298735977,3.553226792,0.849115235,7.737250793,0,0,5.483220216,5.567982972,6.396605522,3.727669819,0,0,2.86397114,1.05026709,1.734238958,8.534875974,0,6.495517307,0,6.091084089,4.283637628,0,8.311740454,0.910235444,0
Sult1a1,7.678422709,7.993011879,7.601991812,9.316708033,0,0,0,0,7.908416818,3.022122732,0,2.518829616,0,3.851241885,6.819561348,0,7.542844209,8.832507206,0,0,3.31481529,4.038499987,5.612080452,6.906623047,5.388516383,0,0,9.235285722,5.254482217,0.95544375,0,7.9220112,7.690445114,7.241485775,1.455582465,0,1.152149508,7.387133581,1.730166356,10.7853471,8.785040014,2.720506794,8.262642012,7.413073773,0,0,6.966560319,0,6.156467234,0,0,0,7.227768851,8.338735565,0,7.848939969,9.046835321,0,1.001850742,0,6.085352759,7.220602132,6.911583832,4.871226956,9.623915799,8.303627895,8.834357253,0,8.443354869,8.188496561,7.646743435,2.340872213,7.400297074,1.485872501,8.663406013,0,0,5.820137196,6.781158786,8.657054553,0,6.277911433,5.959557838,7.561772918,0,0,8.224024552,6.401693556,0,4.981539661,0,6.880071552,0,9.225558916,8.83177068,0,0,1.138108107,7.633806864,4.869886646,0.967111829,0,8.239145388,6.300719328,0,8.69439898,7.626377597,5.653139878,5.424179617,7.727183511,8.558038503,1.006243917,8.132747151,0,7.347390724,5.823537559,8.573268675,0,0,0,6.125360555,0,8.065276379,6.462171263,7.737531072,0,7.991496643,8.038475795,2.60129327,9.15685709,10.69357128,10.08308006,8.875565933,8.886154146,8.440942507,8.475300823,0,9.365053282,1.030345919,7.34426078,10.12457972,9.352554042,8.630277654,0,0,7.730413755,8.362487635,0,10.18321673,0,10.3222444,0,7.416262168,2.466890466,7.540822225,9.629794687,8.638164345,2.581932863,10.13196839,8.223772769,0,2.606692934,6.508374185,7.837105695,8.314478597,0
Nupr1,0,1.131179025,0,0,7.932577596,0,0,7.763108144,0,0,0,0,0,0,0,0,7.823731766,0,0,0,0,0,0,0,0,0,0,0,4.101107352,0,0,0,0,8.904398688,0,1.127486221,0,0,0,0,6.010548165,0,0,8.868665302,0,0,2.179666577,0,0,0,4.529889052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.972495214,0,0,7.011483544,0,6.320813217,0,5.99223211,0,0,9.136212596,0,0,4.157848474,0,7.951263771,7.380935153,7.661629552,0,4.921864019,6.727823597,0,1.490512004,8.89423142,0,4.919681098,9.056815591,0,6.713735519,0.842500475,0,7.302813893,0,7.837371771,0,8.052588452,0,8.42394962,6.483162264,8.41912275,2.226282218,0,0,0,7.965615723,6.984161304,0,4.847847488,0,6.032171547,0,0,0,0,5.980665255,7.935513797,0,7.111267072,0,7.737531072,0,8.248023453,7.64392514,7.954820747,7.991417259,8.001486687,7.781139249,6.657642189,8.273442046,6.465542009,0,1.195823963,8.220673326,6.753493877,0,8.040612377,0.994633849,8.021116397,0,0,7.249537906,5.016259057,9.70162395,7.870142421,8.674061001,4.677785277,10.11317686,0,7.285826047,8.193028436,6.143519826,1.735532027,7.068521401,7.189501715,2.373703818,0,0,8.818944109,0,1.442689045,1.401580725
Cd37,0,0,0,0,0,0,0,0,0,0,0,0,7.566915403,0,3.728529612,0,0,0,0,0,0,0,0,0,0,0,7.435060043,0,0,6.491682173,0,0,0,0,0,0,0,1.034677561,7.373590066,0,0,0,0,0,0,0,1.089833289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.473174962,0,1.851523002,0,0,0,0,5.661727287,0,0,1.170436106,0,0,0,0,2.329188217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.514680452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.112944914,0,7.333377796,0,0,0,0,0,0,7.526306385,0,8.317097967,0,0,0,0,0,0,0,0,0,0,0,2.663405564,0,7.244690537,0.994633849,0,0,0,0,0,3.59511745,0,0,0,0,2.766049075,0,0,0,0,0,0,0,0,0,0,0,0,0
Acsl4,5.494505576,0,5.559300026,3.399808379,0,0,0,0,0,0,0,0,0,0,0,7.122315697,0,0,0,0,6.821739602,0,0,2.678125517,4.438444962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.215433651,0,7.445426529,0,0,0,0,0,0,0,0,0,0,0,1.393100305,0,0,0,7.057431478,0,0,1.697610273,0,0,2.383567626,1.359350847,0,4.910186443,1.719592871,0,0,0,0,0,0,0,4.881753211,0,2.623310313,0,0,0,0,0,0,5.668125777,0,0,0,0,0,8.528308113,0,0,0,0,0,0,0,0,0,0,4.339448475,0,0,0,0,0,5.589212727,4.484172116,0,0,0,0,5.933407375,0,4.734264041,0,0,0,0,3.847115688,0,0,0,0,0,0,0.926599359,0,0.899874193,0,0,6.557198157,0,4.156055306,0,6.695929857,0,0,0,2.571091202,0,6.239917035,6.402520442,0,0,0,0,0,0,0,0,0,0,6.143519826,0,0,0,0,0,0,0,0,0,3.254369662
Adgrg2,0,0,0,0,5.85100362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.295807038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.336361903,0,0,0,0,0,0,0,7.501782571,0,0,0,0,0,0,0,0,0,0,0,0,4.256556126,0,0,0,0,0,9.464880484,0,3.939051225,0,3.641226471,0,0,0,0,0,5.038123974,0,5.711854585,5.729355033,0,0,0,6.092775539,0,0,0,0,0,0,0,3.088390964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.377132992,0,0,0,0,0,0,0
Col4a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.412103024,0,2.313642794,0,0,0,0,3.896465118,0,0,0,2.309239492,8.231557367,0,0,0,0,0,0,0,2.911164929,0,0,0,0,0,8.262970517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.524246809,0,0,6.058577916,0,0,0,0.918370046,0,0,0,0,7.972522054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69058009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.238187269,0,0,0,0,0,0,0,0,3.314079809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.201691747,0,6.63846054,0,0,0,0,0,0,0,0,0,7.257572802,0,0,0,0,0,0,1.094182958,0,0,0,0,0,0,0,0,0,0
Sfrp1,0,9.1662692,4.905280364,0,0,5.540891966,0,0,0,0,0,6.356665157,0,0,5.82524579,0,0,0,0,0,0,0,1.474010321,1.689709073,0,0,0,0,0,0,0,0,0,0,0,0,6.74926992,4.863439504,0,0,0,0,4.289392673,0,0,4.392611608,0,0,0,0,0,0,0,0,0,8.89406641,0,0,0,0,0,0,1.994700332,1.168180952,0,4.873221812,6.667903573,0,0,0,0,0,0,0,5.91551973,0,6.351307359,0,0,0,0,0,5.959557838,0,0,0,0,0,0,0,0,0,2.83390077,0,0,0,0,0,0,0,8.957481488,0,0,0,0,0,0,7.197190113,0,0,0,6.925617703,5.795241068,0,6.506551648,0,0,0,0,0,0,0,0,0,0,0,7.006496177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.166914298,0,0,0,0,0,0,8.232046835,0,0,0,4.274853109,0,0,0,0,8.527720809,0,0,6.346710993,0,0
Il15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.155045522,0,0,0,0,1.868841822,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78947974,0,0,0,0,0,7.217583963,0,0.980274548,0,0,6.514238636,0,0,0,0,0,0,7.914091498,1.393100305,0.971786452,0,0,0,0,0,0,0,0,6.712751904,0,0,0,0,0.877988363,0.918370046,0,0,0,0,0,0,0,2.623310313,7.950337415,0,0,0,0,0,0,0,0,0,0,0,0,7.907232497,0,0,0,0,0,0,0,0,0,3.652391781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.188033106,0,0,4.308363634,0,0,0,0,0,0,0,0,5.367306407,0,0,2.392389138,0,3.801963413,0,0,0,0,0,0,0,0,0,0,7.754188578,0,0,0,0,5.570765676,0,0,7.715179568,0,5.829960594,0,0,0,0
Mt1,4.82095877,0,0,1.62212084,0,0,0,0,0,0,0,0,0,0,1.007590961,0,5.229201414,0,3.975761716,0,0,0,0,0,0,0,0,0,0,0,0,5.416624778,7.217942816,0,2.307043623,1.127486221,0,1.034677561,0,0,1.652129026,0,0.923670436,6.746879803,0,3.582020484,0,1.667816781,1.242677288,1.398879424,2.264944526,0,1.332653527,0,0,1.540245084,1.549308533,0,3.175791716,0,0,4.549839749,0,2.336361903,0,6.061932148,5.551558674,6.227155498,0,7.168693269,1.836740093,0,0,0.937481171,3.187851443,0.876799185,0,5.802042457,6.091137917,7.447315454,2.279845591,1.456229236,6.316928347,6.003877174,5.390653743,0,7.332091434,0,0.969142947,0.963561301,2.192772439,1.070617507,1.497208817,6.595097861,5.897503323,4.66814801,0,3.780713297,6.842845514,2.783891336,0,0.982975787,3.18672231,4.848331474,0,4.452564437,0,0.891683538,6.241262013,6.823899666,7.238646502,0,6.234894646,0,5.962388558,1.544195482,5.857184973,5.448460381,0,1.568251502,5.298698932,7.078969587,5.897322015,5.210879753,7.369009286,1.661810921,2.399014506,7.145659944,4.931295159,6.114970195,6.041976269,3.448865048,2.976766064,5.986961734,7.458245639,0,5.409383787,5.420010966,3.091037758,2.655288137,4.357964919,5.697183569,7.145632026,3.23288307,5.800446074,7.249537906,3.303400071,4.719712676,3.195417843,7.552774982,6.601254601,2.872842486,1.695995225,2.86397114,3.998739574,0,0,3.58076084,6.889877938,5.614313679,8.51644654,6.756766825,6.275784983,4.021666396,6.736542779,2.221452891
