Genes,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,
Rorc,0,0,0,0,6.614487742,0,0,0,0,0,3.521227778,4.157030219,6.332317969,0,1.044501124,0,5.590544351,0,5.678004509,5.502963648,0,0,0,7.886243012,0,0,0,7.991742119,0,0,0,0,0,0,0,0,0,1.880992266,6.129000722,4.389684304,0,0,0,0,0.967616533,0.917681506,0,6.647943348,7.047788262,0,2.820876157,5.94909072,6.684513065,5.912302837,0,0,7.214757678,0,0,4.343115059,0,0,4.82045672,7.710546299,6.010249601,5.668804552,0,0,5.254429782,0,2.325642301,0,6.869149164,0,0,7.19674377,0.898122376,0.896337709,0,5.19417504,0,0,1.76920501,0,0,7.271554847,0,0,3.195697118,0,5.58666321,0,8.173324851,0,0,0,0,7.411316918,0,0,0.98533505,0.987483755,0,0,0,7.317285801,0,8.183653455,5.716332664,0,0,0,4.233054956,0,8.185614101,6.322418606,0,0,0,0,1.496480902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.943878502,0,0,0,0,0,0,5.546217041,0,0,0,6.588307819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.844780554,0,2.332667858,0,0,0,0,0,1.502584706,0,0,1.532607893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Runx1t1,3.575977008,5.980689027,0,0,2.712372695,3.030513137,0,0,0,4.290586384,0,5.60400662,0,0,5.520608556,0,6.963649844,0,4.614579614,0,0,5.348436871,0,5.70761377,6.351482969,6.03327796,0,3.638963832,1.767921106,3.956060552,0,3.366660338,0,4.242593194,1.746888566,2.778594678,4.596480213,0,1.559563184,1.033370812,0,0,6.605722931,0,0,5.485239244,2.121430766,0.988112656,1.509344964,0,7.153112233,0,6.083116354,0,0.937664959,6.007031191,0,5.094268834,0,0,0,5.428642592,0,4.268584527,0,6.600212977,0,0,0,6.86742782,7.487691776,0,0,0,6.958339854,0.9021551,0,2.081231708,0,7.258330927,0,5.235808966,0,7.281634382,1.800867208,7.543562715,6.247985449,6.441468946,5.219201653,0,7.960275884,7.701154015,7.420550252,0,0,0,0,4.729150775,0,3.900329303,0,0,7.517434444,0,0,0,0,7.594037105,7.058620277,0,0,0,4.318454352,0,1.957825674,0,2.160012534,0,0,6.042064206,0,0,0,0,0,0,0,0,0,6.490368109,5.412300376,0,0,0,6.5635102,0,0,6.11181508,0,0,0,0,0,5.062191607,0,0,3.825306389,0,4.995583749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.196290155,4.868118127,0,0,3.115224792,0,0,0,0,0,0,0,6.996601293,7.68986147,0,0,0,0.971080947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.888314627,0,5.353379239,0,0,0,0,0,4.741621451,0,0,0,0,0,0,0,0
S100a6,0,3.941642548,0,0,3.995015605,2.15898112,4.809331543,0,0,6.027488141,0,4.157030219,4.723023269,3.180572243,3.469757628,0,3.60816838,0,4.979967778,4.302743658,0,0,4.580607472,2.78716768,4.279767377,0,0,1.819481916,0,5.909359017,0,0,0,0,4.078491341,4.452563601,0,0,0,0,4.239846667,0,0,0,0,4.744344563,0,3.282439192,4.366216903,4.539886927,0,4.435306779,0,0,0,5.766636845,6.23098672,4.517866616,0,0,2.803715076,0,0,6.214025923,0,5.615171211,0,4.334097968,0,0,0,6.062169254,3.546189702,0,4.658451405,0,4.363061435,0,5.420538231,0,0,0,5.608247195,0,0,0,0,6.536125995,0,6.264949996,0,5.635501445,0,0,0,0,0,0,0,4.872749241,5.473131082,0,0,0,5.665334897,0,0,0,5.528462178,0,0,0.957481221,4.39923525,0,0,0,5.047873752,4.507432374,6.556615362,3.388532229,0,0,0,4.127614365,3.837285212,0,0,0,2.87330419,0,3.401684854,0,4.865624884,1.091422552,3.595600049,4.81992145,4.270313392,3.728333456,0,3.749592137,0,0,3.325108949,0,5.284197454,3.770830545,3.510100839,2.350591555,0,0,1.485439241,0,2.959036417,4.039655176,0,0,0,0,0,0,0,0,0,0,0,0.994491946,0,0,0,0,0,0,3.722654687,0,0,0,3.473886556,0,0,0,5.948873812,0,0,0,0,0,0,0,0,0,0,0,0,3.219402113,0,0,4.469334262,0,0,0,3.266247663,0,5.039398881,0,0,0,0,0,0,0,0,4.100153105,0,0,5.532532422,0,4.838137243
Sbspon,0,5.589999014,0,5.861603209,0,5.537012597,6.739183785,0,5.373137462,5.683392318,0,0,0,6.513658133,2.93228537,0,0,0,6.194716336,0,0,0,6.099333472,0,5.326814786,0,2.335399673,2.883810607,0,0,2.85554899,8.092365574,0,0,0,0,0,6.105562732,3.641139489,0,0,0,6.377829971,6.37429091,6.683221532,0,3.16071143,5.488559542,0,0,3.370911747,0,0,2.431519988,6.442100256,0,4.18438561,0,0,0,0,0,0,7.316727567,7.67352977,8.052643236,3.3119957,7.118019031,0,0,7.68469832,0,0,0,0,6.530163754,5.559219942,0,0,0,0,0,7.046552734,0,0,6.294987922,5.815624781,0,8.642723754,0,0,7.350087954,0,0,0,0,0,0,0,5.585598783,1.561719104,6.531918516,7.311728014,0,2.40949996,0,0,0,0,7.078501898,0,0,0,7.196554885,0,7.299163647,1.860533527,0,0.968740662,0,0,0,0,0,0,0,0,0,0,0,6.318059823,0,0,0,5.023452348,0,6.19796195,0,0,0,0,0,0,0,0,2.299653582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.901447986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdpr,5.843298318,7.81827763,0,6.382994642,7.030697633,7.09209711,5.939913986,0,6.114230345,7.281591067,7.366510992,5.413963767,5.212759239,7.780934857,7.808411968,4.811857374,6.914837389,0,8.171737592,1.902303677,0,6.340920472,5.715062568,6.970961754,6.234325819,0,11.10456272,6.522774439,0,0.948712639,6.666900256,6.733320676,0,0,5.784076637,7.505250794,7.420934842,6.551293182,6.090631478,2.066741624,0,5.022938291,5.555380547,0,0,0,0,7.013655332,0,0,0,0,6.386289477,3.995771951,3.663354412,0,4.824026032,6.079634934,0,6.904044635,7.266690623,1.516845867,6.436144335,5.429666629,7.397729523,7.379788209,8.1261007,0,7.491306264,7.216680871,7.191394228,6.728659929,0,0,7.634323875,7.957169437,7.305710296,7.571439225,0,7.65866813,6.882338781,7.199809839,0,7.566048714,0,0,6.262170726,7.843092612,7.67401601,6.949620136,1.603069136,7.5479073,7.468959998,6.184750729,7.415504969,6.464262723,6.253693559,5.735258939,7.573952275,0,6.488394352,7.070256634,5.685728252,0,5.63091714,4.994824614,0,6.489887035,7.276107249,8.331848377,6.356163493,7.897235706,6.755925948,7.628863263,1.551540138,6.439003764,1.474437936,6.123491525,6.606984682,1.890414323,0.944174327,6.397434495,0,6.477749517,0,0,0,0,0,5.34741668,7.009844633,0,0,4.636283887,0,0,0,7.203641571,0,0,0,3.59438715,6.678814406,5.133573142,5.99484311,4.280467361,6.292070643,0,0,0,4.727645587,1.580341048,0,5.22358325,6.367510139,0,0,6.131985956,0,7.956924354,0,0,0,0,0,0,0,5.012045178,7.554009415,0,2.535185162,0,4.880975447,7.174391181,0,0,0,5.369203898,8.078462084,0,0,0,6.469540293,0,0,8.014006163,8.029223094,0,0,0,7.165641958,0,7.19298835,0,0,0,0,6.836877081,4.027143172,0,0,0,0,0,0,0,0,0,0,8.526680672,0,6.792470409,0,0,8.958814241,3.930173845,0
Sell,0,0,0,0,0,0,0,0,0,0,5.425362131,0,0,0,0,0,0,0,0,0,0,0,6.474136578,0,0,0,0,0,0,0,6.85952412,0,0,0,0,0,0,0,0,0,6.093788878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.167063846,0,0,0,6.234217582,0,0,0,0,5.119692465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.775983804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.042656366,0,0,7.661290081,0,0,0,2.87330419,0,0,0,0,5.068409373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.701641327,6.814174795,0,6.346245407,0,0,0,0,0,0,0,0,0,6.563560163,0,0,0,0,0,0,0,0,0,0,0,8.798651551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74012699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selp,0,7.560697484,0,8.376503378,5.584240562,4.31796224,7.376592183,0,3.800493302,5.921411524,5.626087473,6.678544196,4.874007734,5.542114666,0,6.093164212,8.433619058,0,3.590840897,2.400439981,0,0,3.66648819,8.059564008,6.830478643,0,4.670799346,0,0,0,0,9.350206991,6.255728485,7.398755393,7.155086599,7.266478968,0,8.132901209,6.323282676,6.623277517,7.107624061,7.82065228,3.03157082,8.451211514,0,6.783792988,0,7.114087361,8.377930781,9.030225576,0,6.641892594,5.8477014,6.044803819,0,5.818035918,5.720207898,6.193422269,0,8.362723867,5.94647646,8.149722218,3.70457456,0,5.767023855,8.219479982,6.479734203,7.053228021,7.050569153,6.41365852,5.366122061,4.505232557,8.013461252,0,6.952985894,7.586574924,7.219933025,7.708426173,0,5.088953529,0,7.490708321,7.015550117,7.469481114,4.725410285,4.27528819,4.167546185,6.886786761,5.350652866,0,2.02284803,5.503534091,8.586943951,4.617747512,7.436432868,7.753987838,8.249949328,4.195395587,3.883072504,6.117831413,7.587513152,7.398083228,8.60132512,0,9.294920482,4.994824614,6.004169857,2.842612737,8.497272285,8.604649548,6.836900503,4.552715491,8.072046645,8.334873724,5.209703729,6.58492118,2.160012534,5.266957657,5.600638235,0,0,0,0,0,0,0,0,0,0,1.004789352,7.246724115,0,0,0,0,5.140906322,0,7.368007117,0,0,0,0,0,0,0,0,0,0,0,0,5.513259035,0,0,5.329247956,6.883956132,5.094260824,0,0,0,7.384618164,0,0,0,1.993165396,0,7.757932119,0,0,0,0,0,0,0,0,0,0,0,7.775542165,3.002041301,0,0,0,0,0,0,3.359388132,0,0,0,0,0,0,0,0,0,0,3.37218816,6.551448395,0,0,0,0,0,0,4.658049863,0,0.970019085,0,0,0,0,0,0,0,0,0,3.836090866
Serpinb6a,0,0,0,6.111260948,6.146714969,0,0,6.172317674,0,5.617406298,0,5.492894186,5.212759239,0,5.558759875,0,0,4.590924698,5.288899068,4.689128193,5.541239387,5.868288,6.601630755,5.642256404,0,0,0,3.638963832,0,6.289354413,0,0,0,5.540000133,0,5.448493557,0,4.862294471,0,5.423055117,0,0,0,0,6.027107946,6.897018749,6.405811291,0,0,6.314482043,0,0,0,0,0,0,0,6.229413629,0,0,7.474112715,0,0,6.99120609,4.664975115,0,0,0,2.875850146,4.77223102,0,0,0,6.71586237,0,0,6.615858811,6.264221619,0,7.016552013,0,0,0,0,5.537438964,8.482687178,0,0,0,0,0,7.445530678,0,4.097842598,5.403090021,0,0,5.241273561,6.07260853,0,0,0,4.402618238,0,6.560360557,0,7.760276964,3.209736366,1.053456277,0,0,6.184784473,7.839487732,6.986363333,0,0,0,0,6.070890941,0,0,5.43714786,0,0,0,6.12900913,0,0,0,0,0,0,0,1.729863817,5.642822809,0,0,6.256259928,2.292951528,4.147919479,0,0,6.135152005,6.856937858,5.58582179,0,5.63471318,0,0,0,5.907952577,6.303494539,7.274336751,0,5.692124058,0,0,5.470459744,0,6.419047793,6.801021749,0,0,0,6.193714979,0,0,0,5.596541783,6.257224581,0,6.373070791,0,0,5.176105425,0,0,0,7.339483391,0,7.070282237,0,0,0,7.709081276,0,0,0,0,0,6.108974525,0,3.47543275,0,0,6.997640449,0,0,0,6.789201621,0,7.30504507,0,0,0,0,0,5.320325977,7.176140486,7.105690269,7.044645935,6.506071238,0,0,0,6.120085076,0
Serpinb8,0,0,0.96692698,0,0,0,3.769226792,0,0,6.102349768,0,0,0,0,5.399992473,5.705778612,0,0,0,0,1.1653776,4.394603815,0,0,1.65953088,0,0,0,0,0,0,0,0,0,2.559145493,0.926198226,0,0,0,0,0,0,0,0,6.151672429,0,0,0,0,1.49677955,4.366581067,0,0,0,0,0,4.013871337,0,0,0,0,0,0,0,0,0,0,4.011263374,0,0,6.610470206,0,0,0,0,6.92808214,0,1.792675418,0.890442927,0,0,1.828170977,1.402061799,0,0.900433604,0,0,0,0,0,0,0,5.981269997,0,0,0,1.692028327,0,0,0,0,0,3.709117949,0,0,0,0,1.012559087,0,1.562576897,7.115652871,0,0,0,0,3.689961368,0,0,0,0,0,0,5.637125033,0,0,1.644562309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974355715,0,0,0,0,0,0,1.01234468,0,0,0,2.799169202,0,0,0,0,0,0,6.530264661,0,0,0.985974544,0,0,0,0,0,0,0,0,0.980743497,2.605874151,0,0,0,0,5.665664945,0,0.788484752,2.020675072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.502584706,0,0,0,0,0,6.072154991,0,0,0,0,0,0.90456267,6.127972985,0,0,0,0,0.903049982
Sfrp1,0,0,0,0,2.712372695,1.710952058,0,0,0,0,0,4.247926638,0,0,0,0,0,0,0,0,0,0,0,0,4.090699675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.669119168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.648483831,6.532343276,0,0,0,0,0,0,0,0,0,6.541931286,0,0,0,0,0,0,0,0,0,6.818737023,5.87684571,0,0,0,0,0,1.427153497,0,0,0,0,0,0,0,1.06528568,6.217692741,6.399262623,0,0,0,4.332406845,0,7.711772542,0,0,0,0,0,0,6.185241948,3.16036883,1.562576897,0,0,0,0,0,0,1.474437936,0.983090347,6.070890941,6.80518186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291258412,0,0,0,0,0,0,0,0,4.319792148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.127977868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11958659,0,0,0,7.22379641,0,0,0,0,0,0,0,0,0,7.891869548,0,0,0,6.338221359,0,0
Slamf1,0,0,0,0,0,4.813914336,3.549061483,0,4.863833795,3.807516026,0,3.956822367,5.606034653,3.92001318,5.125252741,0,5.032365581,0,0,0,5.541239387,5.54254243,0,0,4.090699675,0,5.422630114,2.883810607,0,0,0,5.049990507,0,0,0,5.402412384,0,6.960498489,7.59736715,2.399412721,0,6.214283416,6.792383722,0,0,1.454490775,0,6.173656248,2.461635611,0,0,4.731709937,0,7.001132849,0,0,7.184700583,5.473303552,0,0,3.994813842,6.101060568,9.007482675,0,3.964342792,7.449124637,0,6.938345674,5.52388183,0,4.006398487,0,0,5.216738528,6.835008025,0,1.423490287,0,0,0,0,0,6.231488686,5.175331296,0,0,0,0,4.652882726,7.295948211,5.58666321,6.585317735,4.604088112,7.292144149,1.643875945,3.703207332,5.238356038,0,3.232965895,7.06547603,7.730436329,7.62446002,7.049917709,7.966308134,0,3.151383463,3.002084928,0,0,0,4.418163288,0,4.142476759,5.514013348,0,0,0,0,0,0,0,0,0,6.161195807,0,0,0,0,0,6.370213775,0,0,3.668453301,4.79387429,5.426731138,0,0,7.846607396,5.683069223,0,0,0,0,0,0,5.560847312,0,0,0,6.243681194,0,0,0,0,6.135572392,0,0,0,0,0,0,0.985974544,0,0,0,0,0,0,0,0,6.557741909,0,0,0,0,0,3.473886556,0,7.667630893,1.274904025,0,0,0,0,0,7.343549534,0,0,0,5.840031467,0,7.212206032,0,0,0,3.851545327,0,6.031975239,0,0,0,0,0,0,0,7.527576822,0,0,0,0,0,5.048839204,0,0,6.288827603,0,0
Slc14a1,0,0,2.900780941,0,0,0,6.884554655,5.182849712,0,5.77717767,6.453054407,6.326441748,0,0,0,0,4.986265399,5.891377872,5.678004509,0,6.85550044,5.953597488,0,0,5.534066698,4.586651882,0,5.458445747,1.767921106,0,0,0,0,0,4.30603406,0,0,0,5.788372609,5.423055117,0,0,6.799928696,6.598420438,0,4.502962753,4.132954645,0,0,0,0,0,0,0,0,0,6.530362593,0,0,0,0,7.933740276,0,2.222558206,0,0,2.222970914,7.37826972,0,0,0,3.117108791,0,6.05118373,0,0,0,0,4.135088899,6.862508076,0,5.210689223,0,0,7.277438591,2.422643471,3.511074438,0,6.829981687,3.008173502,0,0,8.239675401,0,0,5.430323139,0,0,0,0,4.108773258,0,4.257889707,0,2.075430299,0,0,3.502878922,0,0,0,0,5.720306758,6.136965902,6.431315991,0,0,1.966180693,5.698755521,0.945207161,0,0,0,0,1.109224183,6.225619755,2.663816659,0,4.882261948,5.982713051,0,0,0,6.159831925,0,0,0,0,6.243033417,4.076898294,0,0,6.560865084,0,0,2.56016467,0,0,0.958945862,0.97414579,0.937207814,0,6.859240045,6.622070229,0,6.678157041,0,0,0,0,0,6.160297482,0,0,0,5.966951674,0,1.548735688,0,5.192312679,0,4.897280753,0,9.161621549,0,5.443870804,0,5.774282243,0,0,0,0,4.952715628,2.646049294,0,6.139103921,2.927219717,0,0,0,0,1.016085296,0,0,0,7.255990761,5.384263163,0,0,0,0,0,0,0,0,0,0,1.857681516,3.679119275,0,2.713688011,0.948686099,0,5.058982365,7.123882057,0,0
Slc28a2,0,0,0,0,0,0,4.993877864,1.01044331,0,0,0,1.647184253,0,6.129041957,0,0,0,0,0,0,5.602383743,0,0,0,0,6.03327796,0,0,0,0,0,0,0,0,0,0,4.901016136,0,0,0,6.202338052,0,6.78479526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.561768317,0,0,0,5.344938624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.026902634,0,0,0,0,0,0,0,0,0,0,0,0,7.616523225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.953400144,0,0,0,0,0,0,0,0,0,0,0,0,0,5.903211346,0,0,0,0,0,0,0,0,0,0,0,0,6.175485259,0,5.388651504,0,0,0,0,0,0,0,0,0,0,5.393525538,0,0,0,0,5.72055928,0,2.622422271,0,0,0,0,6.140738157,0,5.196249564,4.064948874,0,6.343471574,0,0,0,0,3.842567183,0,0,0,0,5.682951992,0,0,0,0,0,7.522390339,4.897537503,0,0,8.383293338,0,0,0,5.513547831,0,6.537117032,2.685255003,0,7.08352534,0,0,0,0,0,0.95345608,0.994185043,0,0,0,0,0,0,0,0,2.394465361,0,0,0,0
Slc6a15,0,0,0,0,5.860239668,0,0,0,0,0,0,0,0,6.17040308,0,0,5.427222521,0,6.194716336,0,0,0,0,0,6.184794493,0,0,0,0,6.82107743,0,5.049990507,0,0,3.812860896,0,0,1.490651103,0,1.637853987,0,0,0,0,0,0,6.681419172,0,0,0,0,1.910182657,0,0,0,0,4.336915825,4.881697095,0,0,7.790785726,0,5.546555127,6.552528531,0,0,6.428094189,0,0,0,0,0,0,7.114440664,6.149639728,0,6.559688921,0,0,2.888399165,0,6.186699073,0,0.926654619,0,0,3.40150662,0,3.937975767,5.441048617,0,8.610999896,0,1.107393421,0,3.462018979,0,0,0,0,8.252219894,0,0,0,0,0,0,4.301277605,0,0,0,5.195546603,0,0,5.311840225,0,6.961945082,5.266957657,0,1.498117906,0,0,0,0,0,0,0,0,0,0,3.072027531,0,0,0,0,0,0,4.735871408,0,0,0,0,0,0,5.870308854,0,0,0,3.74649657,0,0,0,0,0,0,0,0,0,2.79693678,0,6.192468686,0,2.207369517,4.155675109,0,3.303630734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00914867,0,2.758348222,0
Socs2,0,5.668823117,0,2.364984748,0,0,0,0,5.278489979,0,4.721888078,0,0,5.339803551,0,5.46454479,1.006473116,5.772084062,0,0,0,4.228598473,6.127390118,6.205811413,4.800673106,0,0,0,0,6.640988472,5.0578733,0,0,0,0,4.750732832,0,0,6.10994573,5.257235608,0,0,0,0,0,1.835363013,0,0,0,0,0,0,0.941741737,4.824810485,5.727749337,7.048094617,0,0,0,0,0,0,0,0,0.950698823,0,0,0,0,0,6.257921834,6.950894011,0,0,0,0,5.594241444,0,0,0,0,0,0,5.38141226,5.08191777,0,0,0,0,0,0,0,0,0,2.074340489,0,5.929806969,0,0,0,0,6.362302037,7.870162878,0,6.503139331,0,4.758192035,3.363648479,0,0,0,5.347496714,5.752438806,7.031023712,0,0,5.302929608,0,5.439197731,0,6.938480456,0,0,0,0,0,0,0,4.113208197,0,4.270041469,0,6.450590567,0,5.51171601,5.6629445,0,4.493046601,6.988500279,4.511191542,3.088634541,2.814735288,4.527893414,0,0,5.589714053,0,5.493250258,5.544010974,0,0.937207814,0,0,0,6.666053609,0,0,5.635082716,0,6.380157456,0,5.282409896,0,0,4.941639479,6.730904797,0,0,4.900365287,0,0,0,0,0,0,5.912224062,6.947773113,5.744462344,0,0,0,6.213194123,0,0,0,0,0,0,0,0,0,0,7.223080117,0,0,0,5.35335397,2.794421035,0,5.801358086,0,5.564791599,5.804128458,0,6.976067572,0,0,0,4.916111837,0,0,1.897372198,0,4.00914867,5.441254819,0,6.545240813
Stom,0,0,0,0,0,5.012998919,7.64377751,7.038530132,6.040349825,0,0,0,0,2.006717662,0,5.959772867,0,0,5.792554912,0,0,0,5.820555727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96317905,0,0,0,0,0,0,0,0,0,0,0,0,1.970732199,0,0,7.109711085,0,0,7.731157922,0,0,3.034827432,0,7.792937693,0,0,0,0,0,6.2279145,0,0,0,0,0.911188487,0,0,6.066587169,0,0,0,0,7.038578104,1.804210809,7.209413241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.151383463,0,0,0,0,0,0,0,7.180861858,5.959095519,0,0,5.430160438,0,0,0,5.994647842,5.332730415,0,0,0,5.816021755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.933847093,0,4.895589338,5.458883857,0,0,0,0,0,0,0,7.024800004,0,0,3.985155932,7.323461263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.289398796,5.968715722,1.274904025,0,0,0,0,0,0,1.042696702,0,0,0,0,0,0,3.967186826,0,0,0,0,0,0,0,0,0,7.138158229,0,0,0,0,0,0,0,4.560670788,0,0,0,0,0
Stxbp4,1.580989888,2.473276494,0.96692698,0,0,0,0,5.944077317,0,5.190359231,3.521227778,0,6.599333289,6.17040308,5.441279894,2.001873152,0,0,0,0,0,4.613410927,0,6.253259988,0,7.213810753,0,0,0,0,0,0,4.372566567,2.973033722,0,0,6.891992074,7.255218077,0,0,0,5.980821155,0,7.061068736,1.935233066,0,5.156512033,6.446014129,5.428475424,0,0,0,3.849334357,0,0.937664959,0,7.035541029,3.532500517,1.365630281,1.004902202,0,2.473869057,0.973004786,6.711172799,0,1.561254262,1.914762924,6.618497165,2.378579636,1.526747577,8.137116833,6.405111162,3.339052271,0.863070545,2.793910655,4.289646012,5.611403505,8.2721382,3.295030374,5.915301799,4.151110082,1.828170977,2.653807516,8.406112496,1.427153497,2.003738072,2.203106388,6.699123507,6.668317153,4.597454234,1.603069136,0,5.507447073,5.433858362,7.658158387,1.000747915,3.950408178,2.336110812,3.984587662,6.262510161,3.941340199,4.117733199,1.002345189,1.966191581,6.338908368,0,0,0,4.475005901,0,1.953400144,6.493024578,2.07123838,5.051945569,0,1.536092778,1.860533527,4.507432374,6.192497811,6.009203684,1.888348653,0,0,0,0,1.037603292,2.392758401,7.065640747,0,0,6.166959908,0,0,0,0,0,0.972223312,7.151536709,6.225112541,5.036636492,7.252074532,0,0,0,0,3.869411362,0,6.838274428,3.74649657,6.086392281,0,3.79625339,0,0,0,0,0,5.891511725,0,0,5.488716953,0,6.027056423,3.159092411,1.99493083,6.563560163,0,0,0,0,0,0,0,0,2.229227268,0,0,0,0,0,0,1.623398434,0,6.786018906,1.959015001,0.971080947,0,2.092886164,1.086601649,0,1.674778256,5.705024116,1.59229353,0,0,0,0.974780985,4.429052552,0.948025398,0.934278389,0.944157314,1.532607893,1.511192133,0,2.720165126,2.194196012,4.192352735,0.928840758,5.142680059,0,0,5.26956123,7.183396084,0,6.996286999,0,1.431300358
Sult1a1,8.362691042,10.1041366,5.370881825,6.545430139,7.345022939,8.334853688,8.011713555,7.161479416,8.678870292,8.47186855,8.06350282,7.239243943,6.65553763,8.823954822,6.924370438,6.692762942,7.664000746,8.112926243,0,7.381049428,0,5.613627756,6.719307599,6.63030582,8.445577787,0,11.34532723,5.458445747,0,8.483876534,11.48559502,1.683330169,9.32955383,4.355415678,1.746888566,5.378761827,6.088422935,6.869177549,8.245097283,0,6.891035437,9.090901041,7.124943312,5.181751966,6.371718585,6.392371415,1.827301001,8.111864767,5.94984293,0,8.296542091,5.793669185,8.917956936,7.953421813,7.869181975,7.933940074,4.971376641,5.20805617,4.536525599,5.418751652,5.484732692,4.649200465,9.376481875,6.753342581,8.55628941,9.708990815,5.559853945,9.910471027,8.561463661,6.86742782,8.152571555,0,6.046544928,0,7.662271452,7.181156342,6.575987459,9.709927815,1.780885854,0,4.092259978,5.260459152,7.381385064,8.386083956,4.69076687,7.992845302,8.493214144,7.497025578,7.334197681,5.993565027,6.516547779,5.677122149,7.731191347,6.854570992,8.181969765,4.861614351,3.693119737,5.735258939,5.352294033,6.117831413,5.532370403,8.186258941,8.462743795,4.959122624,8.681859305,3.151383463,4.758192035,7.536420072,9.699187024,0,4.968925323,5.48437627,7.791545137,9.299246859,8.516972127,7.908275067,6.469257695,0,6.393603935,7.467955888,7.861600953,0,0,5.362310629,0,0,2.061009905,0,0,0,7.789976053,0,0,0,0,6.588486444,0,8.025829985,6.260731668,0,0,0,1.000957533,0,8.623674269,4.65534788,5.438597192,0,0,0,6.756756031,0,5.983259608,0,0,0,0,0,4.839952945,4.186774061,0,0,0,0,0,5.101030647,0,0,0,0,0,0,0,0,0,0,0,0,0,8.645582793,4.366185609,0,0,7.593148219,0,0,0,7.502918415,4.772699354,1.104936053,0,1.016085296,7.784031065,0,0,0,0,7.713320009,7.44365751,0,5.215111418,5.590389378,6.767661846,0,6.760582132,5.811442066,6.004247954,0.928840758,0.966318967,7.259516108,3.347279633,0,0,0,7.883775123,0,0
