Genes,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old
Lamp2,10.74858031,2.596354586,10.53393057,5.314588873,3.59504796,8.598791497,2.854371651,0.886585606,8.139990777,5.193518911,2.044603073,9.262985972,0.883089906,10.95967705,1.103421938,4.176510216,2.815526247,10.88605267,8.060496128,1.4459607,0.82583975,0,0,3.895413336,7.863252175,0,0,1.767752165,8.107361155,1.810518728,10.46885696,12.30864709,2.311959383,6.759047078,10.47105662,8.817517782,11.55395254,9.85579158,6.302976042,6.348084008,1.461667487,9.913800705,2.977934617,4.512117541,6.412161781,8.811508761,11.94610855,8.046554464,8.556316079,11.29089983,8.875331401,2.399854429,0,2.72605081,1.222130741,6.651660875,0,12.79106259,6.578254604,10.39738665,11.51296989,4.025876877,2.518833875,7.810714294,8.251264119,0.997286634,2.03558894,9.708075921,1.469971504,1.482622756,0,0.932930931,7.296935219,10.13666282,1.422230948,10.47240588,2.321550037,8.12577014,0,2.357091724,6.952938351,8.254245061,7.983582178,8.235931946,2.821134035,9.233698947,7.455559668,0,11.41420982,0,7.971786163,9.344423229,12.51705152,0,4.364567306,0,1.813621328,12.20586698,9.261818877,8.958698502,0,4.354932384,10.46113847,9.882968403,9.713541041,5.258241846,10.25594265,8.908593572,12.06233676,3.288770999,10.18045995,12.07997332,10.45722115,13.81927637,1.931408273,2.50631897,5.749512056
Ldhd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.037007278,0,1.647073097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199927215,0,0,0,0,0,0,0,0,0,3.900243954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.621872105,0,0,4.102014222,0,0,0,0,0,9.35780492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgals1,0,0,4.044950663,8.17159576,0,0,0,1.773171212,0,0,7.237492518,0,0,0,12.23926252,2.174617135,0,0,0,0,6.276310122,0,0,0,0,0,0,0,0,7.262323583,8.746484208,1.523460976,5.774001895,9.016190902,3.104748355,0,0,2.092315737,8.918311429,3.856109436,0,5.862228093,0,0,0,1.316513526,3.545540849,0,0,0,0,0,0.981824409,0,0,7.507943938,0,0,4.7634762,0,6.336584019,1.724352879,1.948835911,6.140580143,5.684000341,0,6.397247619,0,0,0.93543081,0,0.932930931,0,0.934981567,0,0,0,0,0,0,0,0,0,0,0,0.912516328,0,7.901366678,0,1.039672488,0,0,0,0,0,0,0,6.871438612,0,0,0,0,6.900261698,0,0,1.53588454,0,0,0,0,0,0,0.938908874,0,0,0,0
Lpar6,0,9.80623943,4.158814103,7.530112838,0,0,0,7.741061772,0.851263795,6.282941688,0,6.183588332,0,5.886153269,1.748882394,6.686594103,6.247083782,0,10.80135655,0.912299628,8.936392687,2.762042533,2.696394947,0,5.172232561,1.899463613,10.29321155,10.55732178,5.132599022,10.5005089,0.958069127,10.01056273,0.823536549,0,0,0,11.24250576,2.092315737,1.554554792,2.238402209,6.072715024,2.333606853,2.428401086,0,6.926423126,2.491882664,1.02489115,0,8.649945821,0,0,1.199927215,0.981824409,1.363025405,7.18935891,1.580030126,7.643737415,0,5.589185815,3.339835617,0.875411675,10.19953231,7.276568931,6.711699441,5.092065304,9.184464749,0,10.38432609,0.927448759,0,3.293140261,8.152036545,1.034251327,5.805724437,0,0,4.74680995,0,7.873951961,5.092634375,5.5141572,7.704777166,1.491507914,5.065609022,0,1.44630416,10.05803367,1.734441669,5.088824675,10.26993777,0,4.137513988,10.11275488,0.932920663,2.086095327,8.55547636,0.906810664,1.976199206,8.041006176,0,10.48461563,7.78597799,1.505019581,7.43233848,0.929143194,0.969035254,11.21861787,1.9706013,0.971082315,0,1.096394072,0,3.365953107,0,4.306491561,8.97340605,1.024008758
Lpl,0,1.591947526,2.106116965,2.409991794,2.39669864,1.981883581,2.458621916,1.773171212,2.698442387,1.891353909,2.472051789,2.527403828,2.282754291,1.423328361,2.562066398,2.968814254,3.07266592,1.016361629,2.714004327,2.118294138,2.47751925,2.137754719,1.701235799,1.364872223,2.263462815,2.84919542,1.409958522,2.052296709,2.982077583,4.97155144,3.31437463,2.231829989,1.305274548,3.441885368,2.531813235,1.305744642,2.287133744,2.092315737,1.961629744,2.238402209,0,2.010059534,3.917368394,4.605540362,2.030929942,1.661255109,3.674196339,2.329039671,0,5.203254434,1.82029144,1.901839639,2.756329587,2.160344154,1.937031396,1.580030126,4.151950587,1.123469435,1.46035603,1.86324717,3.028426829,2.526131309,3.806944346,3.144821364,0,3.312914489,2.03558894,1.624869935,0.927448759,0,0.991333999,1.478660541,3.577921741,2.170959968,0,2.500889338,2.085319324,2.806419447,1.857998963,1.445244174,2.150328249,1.61978056,1.491507914,0,3.410925833,2.561757204,2.244895323,0,1.939365459,1.647841906,6.500028758,3.624859819,3.294413129,2.166174697,1.79686471,2.858418598,2.720431992,3.952398411,1.516297294,0,0.872952092,1.925443898,3.404142848,2.360365508,3.537577914,2.72042589,4.273992253,2.19383644,2.510211369,2.668862539,2.834137563,2.454601509,0.938908874,0,2.242295566,7.690944431,3.246030965
Lrrn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.581886553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.478644267,0,9.116344379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lsp1,2.860777836,10.71857119,4.891129588,4.661560455,1.899338735,3.33472959,1.94841177,7.936080182,9.638427118,0.945676955,7.58579142,2.365106526,0,10.15204815,9.095699012,0.936556623,7.27419923,5.170702019,8.967874851,8.953108934,8.720353337,7.050768613,9.089383757,9.326573569,6.912915151,3.404752913,8.157425741,0,0,8.334735926,9.177646856,10.55955675,0,0,0,7.468944775,0,1.428227683,10.14366064,1.527947214,0,11.77919436,9.689335669,2.426210428,0,0.830627555,7.531646447,7.202876751,1.856769884,0,6.112106849,9.018292774,8.125700952,9.601688146,8.255355669,10.49666316,0,9.433328828,3.187458266,0.931623585,7.24501593,1.724352879,2.262528427,9.415277252,0.970300236,10.84163782,0,2.38039143,0,11.23239884,0.991333999,2.411591472,2.068502653,9.609074275,0,0,8.594669609,3.30060538,0.928999481,0,0.926095969,5.063028855,1.491507914,7.581999926,13.116162,0,0,0.867220834,9.221464583,0,0.928575537,3.326171082,1.571834526,0.932920663,0,3.119475595,0.906810664,9.170325912,0,6.368081189,0,10.01315492,5.244962514,0,8.588232201,0.969035254,4.948607667,0,0.971082315,0,10.90572908,7.490909859,10.18366283,1.418848834,0,6.198060555,0
Lsr,0,0,0,0,0,0,2.854371651,2.291790545,0,0,0,0,0,2.846656721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.525181159,0,0,0,4.449871051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.390369894,0,0,0,0,0,0,0,0,0,6.523628115,0,0,0,0,0,3.802335898,0,0,7.05010887,6.312616401,0,0,0,0,0,0,2.606841104,0,0,0,0,0,6.284866528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.212887114,0,1.418848834,0,0,1.024008758
Lst1,6.631635537,0,7.424133785,3.342303885,1.899338735,2.206396809,8.67313601,1.405204939,0.851263795,1.498862511,10.58461402,0,0.883089906,7.622251905,10.46909084,0,1.407763124,11.89759454,0,0,0,1.459244613,8.242485722,8.021633878,4.45471954,0,2.497380219,1.767752165,3.661771877,0,0,5.83070587,0.823536549,0,0.979439057,0,0,2.092315737,6.269679994,1.928054718,8.312815377,0,5.814930265,0,0,8.382224297,0,6.327122044,0,0,0,0,0,0,0,7.515697086,0,0,0,0,0.875411675,0,0,0,0,0,8.11923139,0,6.079045295,0,5.831664057,4.577790011,3.827184688,0,0,0,0,5.106403485,0,0.91184755,0,0,0,0,0,0,2.016464656,5.697515662,6.76574784,0,0,0,0,0,0,0,0,1.566100817,0,0,0,0,0,0,0,0,0,0,0,0,4.057140172,6.003110001,0,0,4.17370384,0,0
Ly6e,9.249544001,2.819727104,10.47760113,10.41210364,7.107095056,10.47107487,2.458621916,11.49958732,9.936689299,9.525617225,9.75206405,11.287224,9.543154888,5.899863125,1.748882394,12.14099371,9.799882345,5.213206441,8.65582473,8.454085918,11.61216048,12.79208199,9.346567811,5.412601809,7.374586833,10.4111244,10.0966397,9.83177333,9.904839136,9.461056723,10.02673607,11.8307368,9.767719145,10.79674165,12.14145682,9.061003349,8.249886779,9.670113273,10.38740528,10.43248619,7.393176821,5.960567566,9.525437025,8.83748637,10.27547098,8.251197177,1.62441404,3.957458386,10.04838381,11.79491223,12.85124528,13.30812162,11.55469666,13.38732746,11.57314037,10.58808333,11.54861623,9.50391286,10.00649588,10.86106478,5.418644686,10.52691427,11.50765011,10.87532468,11.66732388,12.03770485,10.84058151,8.160425133,9.452829321,11.145782,8.133470319,9.333246712,12.49735452,9.106515334,11.56098214,9.958897505,12.02484088,9.33336769,10.0120646,11.14284634,9.472867755,10.99370566,11.8654829,10.51401799,3.851447136,11.49401619,7.847411276,9.443604713,11.96060266,8.990524614,9.971913895,11.67952533,14.34220474,11.88717085,10.17198652,10.04141061,10.61204756,13.01087558,10.82981073,11.90608289,1.38359633,10.74991029,11.8923592,9.598428754,11.24202667,13.0866457,12.40780566,10.01223444,7.967313939,11.67603807,10.48816494,10.710774,11.14916468,10.79365175,12.01670235,10.75407876,9.238983661
Mab21l2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.381292878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.214879812,0,0,0,0,0,5.222913089,0,0,7.16548507,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072945029,0
Maf,0,1.00440706,9.209832224,2.164761637,2.782480954,1.352846009,1.94841177,1.405204939,1.349221194,2.19579389,0.880562614,0.842467943,0,2.983158571,5.414370731,0,0.888199641,0,3.842964551,0,2.134764786,3.185032423,1.701235799,1.364872223,0.875626944,0.949731807,2.955136683,2.936172791,2.22827319,2.541384331,3.182636749,2.231829989,2.311959383,0.93012875,2.274187065,1.305744642,2.287133744,1.428227683,1.961629744,3.202429568,1.844419015,6.508304863,2.818301331,2.426210428,2.624021751,1.661255109,3.792547917,2.702986605,0,1.997620122,1.82029144,1.901839639,4.769684319,0,2.444261482,0,0,9.374561408,1.46035603,1.86324717,1.75082335,10.64870491,0.974417955,7.90488045,9.793004634,9.038802774,1.01779447,1.624869935,10.32124226,9.364810425,0,0,3.278499138,1.869963134,0.897327822,1.411939683,1.423451888,1.961603013,0.928999481,0,0.926095969,6.284843226,1.491507914,2.311953969,2.429992592,1.44630416,6.427249767,1.734441669,2.909048188,2.687514394,0.928575537,0,2.563551695,2.798761988,0.898432355,8.550029363,10.259671,11.56931522,1.913354156,1.506344406,1.38359633,9.376700573,6.476180276,3.158855522,5.488347197,1.53588454,0,1.345144654,2.254783309,2.668862539,2.5457482,1.505032025,9.849952989,9.979364027,9.674617355,7.522706529,2.647024241
Mamdc2,4.950426556,0,0,3.810791028,0,0,4.917243832,0,0,3.271504758,0,0,0,0,0,0,0.888199641,9.563343897,0,0,0,0,0,0,6.608264132,0,2.497380219,0,0,0,0,0,0,0,1.552374178,0,4.002375736,0,0,0,0,1.005029767,5.955869234,0,0,0,0,0,0,0,0,0,0,2.160344154,1.222130741,0,0,0,0.92138207,9.186821137,0,0,0,0,0,0,0,0,0,0,0,0.932930931,0,0,0,0,0,0,0,10.42948621,0,0,0,0,0,0,0.868444058,0,8.811955772,0,0,0,0,0,0,0,0,0.988099603,0,6.214800217,0,0,0,0,0.929143194,0,0,0,7.101411308,0,0,0,7.558074241,0,0,7.609570438,0
Matn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998810061,0,0,0.981824409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.500889338,0.898098149,2.371699574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.798761988,1.423981592,3.33679999,10.29615442,0,0,0,0,0,0,1.447251485,0,0,0,0,0,0,0,0,0,0,1.530604843,0,0
Mcm5,2.63415337,7.25098383,4.044950663,3.887671497,3.59504796,3.625821924,3.451112169,4.718344844,5.381628503,3.39021642,4.277756444,5.441864067,4.634391814,3.592080847,8.870319571,7.938004278,3.381691274,1.016361629,3.534439327,5.25018173,4.97351073,7.517273402,3.99827816,6.265750822,8.959783466,4.034391872,2.955136683,3.453207155,3.952300667,11.54099031,3.31437463,5.630672927,7.048172256,4.471459022,4.084187413,7.946413127,4.056701962,9.843803524,3.109109584,4.94476916,3.688838029,3.015089302,4.466901926,6.591098328,8.736841961,5.686052661,4.099564599,6.950500766,2.34298273,1.997620122,2.296952059,3.803679278,1.55615487,2.160344154,1.222130741,0,10.0562738,4.027595795,4.564707652,3.339835617,1.75082335,1.724352879,4.063249794,3.508902939,0.970300236,1.580661918,2.630960538,2.878040716,4.008366848,1.482622756,5.855701474,4.332397078,3.435708539,2.170959968,1.422230948,2.823879367,2.321550037,8.141178846,3.213810179,1.823695101,3.076424217,2.0439355,5.041653169,3.790999963,3.140719864,10.02281124,4.621796829,3.468883337,3.354551094,3.453717246,3.627843032,2.154312655,5.127103391,3.452216674,2.522218494,3.760149269,2.720431992,2.964298809,4.202029398,2.851192514,2.899884079,2.488600137,3.154375468,3.033299127,4.466721109,1.938070508,1.093962615,3.140532791,2.913246945,4.709795985,2.192788145,7.15157001,3.574759325,0,3.207999703,8.27935565,5.024698946
Mcm7,0,2.00881412,9.495619932,0.932312091,3.097688055,9.88393673,0,0.886585606,10.55346394,2.19579389,0.880562614,0,2.933561168,0,8.6359853,9.093106746,4.400315382,0,0,3.030593767,1.308925035,0,6.273340551,1.364872223,7.666015388,1.505289299,0,6.354913966,0,3.536749295,0.958069127,0.961196858,7.621854286,0,0.979439057,7.638138549,0,10.96983852,2.277381607,7.982889575,7.628021844,5.235655703,0,10.34414095,7.325428544,0,9.410954706,4.284132408,0,5.721104579,0,0,10.9876551,1.363025405,3.159162137,0,9.998366641,4.772416723,8.206649295,9.790232108,9.593879481,1.724352879,8.742033126,0,0,10.20346013,8.872802853,3.249739871,0,0.93543081,0,1.478660541,0,1.869963134,0,0,0,7.259048912,0,0,0,2.37293563,4.617564235,9.648373399,1.214996296,0,0,3.616245839,0,1.039672488,0,5.848723168,0,0,0,0,0,0,0.956677078,1.506344406,1.38359633,1.525878188,0,0,1.472657121,5.835886725,5.821990376,10.53803406,0,0.950668018,0,3.798277937,0,1.418848834,5.450295269,9.595651559,5.779358169
Mef2c,3.525263308,2.332160971,10.13117052,7.602835523,9.355938462,0,4.252717198,9.831160038,6.766157255,3.6946564,2.472051789,9.910129322,10.32563072,10.11937847,4.083146365,7.422035635,9.313509824,7.31747071,9.246050336,9.050334224,9.876446746,1.459244613,0,6.350930359,2.458195611,8.222978835,5.119460349,4.293853212,9.273736215,10.38069606,4.65428161,0,1.647073097,1.474219189,2.274187065,6.734774739,3.368687133,7.297228542,0,3.567325128,6.701499636,2.333606853,0.939433777,4.358659869,2.455520126,8.695527589,2.379723555,9.269182918,9.161272128,4.387090833,7.015493915,8.478792721,10.33036413,10.47689549,8.869476783,3.311590315,10.32944681,10.57829808,9.653086105,6.734537985,10.5604369,5.709459318,9.170745293,10.11519694,9.058131463,10.28036873,9.849929531,3.249739871,7.204592911,5.694400299,9.509328791,4.532160732,9.263894669,8.422714707,10.0791638,6.142143303,8.290542656,9.697026086,10.12057595,9.133802099,0,9.793601532,8.485147702,10.44977365,11.76266881,0.912516328,9.028869641,8.499544588,11.56508265,8.652079684,11.4527855,2.604697471,13.40716801,8.278219363,10.90828819,6.527091562,9.452745155,12.13834411,10.43221399,7.976037537,8.833350774,8.450847524,4.234505172,9.769137259,9.870257441,11.84080507,2.827852337,3.839109872,3.359392864,10.04209286,3.077967296,11.70400086,3.248091047,3.667671031,8.813696264,9.887245582,7.569797785
Meis2,0,1.00440706,2.875296973,2.409991794,0,2.396220038,0,1.405204939,2.698442387,0.945676955,0,2.527403828,1.766179812,8.799952958,4.201118947,0.936556623,3.470098823,0,2.867730057,2.891921401,3.055970212,2.5846779,1.975073599,3.186591091,3.029171536,6.945277542,0.889584783,1.767752165,2.22827319,3.349857705,3.31437463,3.046921951,3.217467197,3.334476688,2.938317172,1.305744642,1.402349634,0,3.109109584,2.491974572,3.063513672,0,2.977934617,4.122569024,2.030929942,1.661255109,5.561330723,2.856088272,7.131410154,0.998810061,1.82029144,2.399854429,1.55615487,0,0,0.996888018,1.158157327,1.780656925,1.46035603,2.615398057,2.457591275,2.175891074,0,2.267595629,1.940600472,7.397725167,2.03558894,2.050357576,3.531126597,0,3.142454427,2.166198539,3.435708539,2.416892289,0.897327822,2.672504269,1.796196298,2.678004735,1.472429341,2.117244445,0,3.39490338,2.1850196,2.311953969,2.429992592,1.44630416,1.376451265,3.000091175,3.476276223,11.21588549,2.606841104,2.783435878,1.98343434,8.817230134,8.814134978,2.33093997,2.105549158,5.108400841,3.309558933,2.668103113,2.618856275,1.525878188,1.899123267,1.826228046,2.401800315,0,2.18792523,1.345144654,2.254783309,1.901336035,2.192788145,2.665778566,3.248091047,0,0.965704137,0,0
Mgst1,0,8.433609123,0,8.832450417,8.305444376,0,0,0,0,8.720642425,0,0.842467943,0,0,0,0,0,0,1.433865028,0,9.591509093,0,2.198815373,0,0,0,0,8.720085676,6.51215938,0,0,7.072055869,0,6.096611532,0.979439057,0,5.878378381,0,0,0,10.2176062,1.592934493,0.939433777,0.938586315,0,0,0,8.656161715,0,0,0,1.199927215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.756361346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.084070927,0,0,0.906810664,0,0,0,0,0,7.067533584,0,0,0,0,0,0,7.196419625,6.911427846,0,0,0,0.965704137,0,0
Mlec,0,2.332160971,3.01317217,1.477679703,4.145607528,7.30504684,12.48964117,9.382808846,7.808155452,1.498862511,9.764372359,6.168489699,7.113538607,6.364684882,1.103421938,0.936556623,2.295962764,4.317430526,4.349060687,0.912299628,4.424479409,1.841361688,2.825691499,9.248438515,6.371170577,0,4.796923524,0,9.652684163,9.600709642,9.628449624,3.193026847,9.376673824,7.365562361,0.979439057,4.649595797,6.635744463,6.07481235,1.961629744,3.456001931,6.423912493,6.602900453,6.307589027,12.22082477,7.764057847,7.019808819,1.62441404,1.428044136,0,0,1.14847603,2.399854429,2.756329587,0,0,0,0,0,0,8.497835757,8.906155745,3.614076846,3.806944346,1.390369894,0,1.580661918,2.03558894,6.127780587,1.469971504,0,0,0,1.639249569,4.040923102,7.828749012,10.23823435,0,5.212454037,0,0.91184755,5.425052585,1.02196775,0,0,1.925723568,0,0,0.867220834,0,1.039672488,1.471757405,0,2.784102078,0.932920663,0,5.282321133,1.813621328,1.976199206,0,1.506344406,0,0.962721949,0.949561634,7.96023259,0.929143194,0,0,6.059278583,2.510211369,0.950668018,0,1.505032025,0,1.418848834,0.965704137,5.59479169,11.50332494
Mllt3,1.019029626,12.20488538,10.11516293,1.864624182,12.58367673,9.504346145,3.896823541,9.034151779,0,1.498862511,6.946532377,6.899664647,6.130864481,9.761114966,0,10.0344976,8.184154932,9.888813186,9.189027845,2.891921401,9.638457255,10.3409226,10.13554265,0.861138495,3.846031482,2.84919542,1.779169566,10.92108594,7.810444375,6.150708585,5.063780689,10.41709392,0,9.380170215,1.552374178,8.432767769,0.884784109,9.516896333,8.84927253,7.02332706,6.179209211,0,5.503185212,0.938586315,9.873067601,7.673673537,11.61008367,5.805063321,10.49656489,0,5.044471275,10.10586472,6.905586381,13.06198527,7.033224928,1.580030126,1.835635933,0,2.92071206,8.02566687,0,2.526131309,8.301686538,9.599055327,5.359513469,8.938576389,7.461366657,10.75602524,8.400823181,10.78589734,0.991333999,8.913771471,7.330217846,8.489150909,0,0.890834756,8.810856227,7.92202156,0.928999481,10.89475647,1.852191938,7.426421489,1.882073441,8.652669022,2.821134035,7.17053596,6.774645161,0,5.500452888,12.0731009,11.81824302,6.441347987,5.277847468,6.14324758,7.443873428,7.415834548,9.586578036,12.76971826,11.19726994,7.179862394,9.092443562,10.73837893,8.656530463,1.447251485,10.67010928,10.89214527,6.076512546,2.19383644,9.910665333,9.068573197,6.829239891,1.899138969,0.938908874,11.27753158,5.067945309,1.415005118,1.623015482
Mmp14,0,0,2.344703692,1.477679703,0,0,1.229310958,0.886585606,0,2.837030864,0,0.842467943,3.054989142,0.898020212,0,0,0.888199641,1.016361629,0.904668109,0,0,1.459244613,0,0,0,0,0,0,0.862013739,0,0,0.961196858,5.113711793,0,0,4.442369824,0,0.90111134,0.980814872,0,4.112530236,2.010059534,0.939433777,2.815758945,1.386325359,0.830627555,0,9.229054022,0,1.583076492,0,1.901839639,0.981824409,0,0,0,5.005472689,0,0.92138207,1.476588447,0,1.087945537,0,0,9.553081318,0.997286634,0,0,0,0,0.991333999,7.734014999,0,0,0,0.890834756,1.423451888,0.844816434,0,0,0,0,2.1850196,0,0,0.912516328,0,0.867220834,6.52394827,0,0.928575537,1.470547163,9.161884602,0.932920663,0,8.291194268,6.891682012,0.988099603,6.960901436,0,0,0,0.949561634,0.913114023,0,0,0,0.848691785,0,0,1.096394072,0,1.488135358,0,0,6.652209029,0
Mt1,0,0,0,0,0,0,0,0,5.068591749,1.498862511,0.880562614,0,0,0,1.103421938,0,0,0,0,1.4459607,8.239634359,0,0,0,5.233867353,0,0,0,1.366259451,5.947423309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.248043502,7.79256808,2.877233214,1.428044136,5.691082788,7.425781474,8.795272318,10.60640118,8.518266385,9.075311402,7.658832479,3.987552073,10.01511734,5.808252719,5.442503084,7.802384261,5.128144956,9.824874009,7.203206828,6.779130699,7.993726062,7.120179137,2.03558894,4.005261365,3.867391767,8.128891845,3.293140261,8.142546954,2.673500896,8.67300533,8.950319718,6.60054297,6.921964971,5.636974583,5.655249822,9.555961962,2.150328249,7.848180997,8.789141818,5.974226266,11.28453614,1.44630416,3.213624883,9.237591761,8.331957192,3.295683812,8.872157473,7.302218512,10.52952479,7.699082105,8.154904813,8.29341238,5.169219527,2.773946284,1.913354156,5.636557967,7.816584398,2.702702203,4.612952369,9.248013639,6.348733255,4.554891797,5.142105326,6.92092714,6.942992983,3.802672071,3.930531636,3.010064049,3.755635498,10.72967885,4.102241172,8.736876489,7.421941253
Mt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68596546,0,6.112106849,0,4.668464611,7.571045718,0,0,3.671271866,0,0,0,0,9.216721242,5.471074086,1.390369894,0,0,0,0,0,0,0,0,0,5.380713733,0,6.530635551,0,0,0,0.91184755,0,4.803697802,0,2.987113133,0,0,0,0,0,6.372446922,0,0,0,4.785214112,6.328911599,7.458631906,6.137461723,0,0,8.693480736,0,0,0,0,0,0,0,0,0,0.950668018,0,0,0,0,2.89711241,7.816090675,1.024008758
Muc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.145712426,0,0,0,0,0,0,0,0,11.10548072,0,1.14847603,0,1.55615487,0,0,0,1.158157327,0,0,0,0,1.087945537,0,0,9.915661626,0,0,0,0,0.93543081,0,1.478660541,0,5.405464763,0,0,0,0,0,0,0,0,0,8.652669022,1.214996296,0,0.868444058,10.71410138,11.09099065,0,0.928575537,0,0,0.932920663,0,0.901730671,1.437260898,1.566100817,0,0,0,0,0,0,2.60843472,0,0,0,0,0,0,0,2.180078894,0,1.931408273,0,0
Muc13,2.860777836,2.596354586,8.65430135,8.768527103,13.69139971,0,3.177722728,7.685708645,10.20945547,4.335893375,0.880562614,4.870610224,9.347473538,10.24633989,2.852304332,5.9705854,1.407763124,1.016361629,6.997345126,8.304926085,0,0,4.327486956,1.999501666,9.515005626,6.180659562,2.299543305,0.883876083,8.811148529,6.55263367,10.53402798,1.523460976,2.128811096,10.11941316,4.852333365,0,5.577485034,1.80222268,2.535369664,9.845711887,6.692832067,1.592934493,8.133816316,7.840149298,0,0.830627555,0,10.97208123,6.356822305,11.3269121,5.842829125,4.799708859,9.323262249,3.826496079,11.96807006,12.827236,10.71604226,8.603766526,7.494914561,1.86324717,10.33453319,9.686938518,5.499474809,9.556549653,9.824691078,1.994573268,7.113044625,12.23831949,10.64737637,6.18760339,2.301806263,9.290641854,7.927883841,7.105778416,1.794655644,10.37956136,12.28630557,8.256508612,2.157069996,7.660321335,5.695256016,11.96189566,5.512575225,9.362620235,6.992167,6.613852197,1.736888115,3.80910918,2.251533573,11.37586892,10.6509011,1.855623919,0.99171717,6.530444639,9.2946468,10.2179402,9.669021391,8.526663849,11.01302989,1.506344406,10.37630898,11.78877632,9.20456331,5.596734273,2.157403687,1.53588454,3.071141332,4.992550832,8.540101717,11.27669316,10.05385142,7.790810391,11.96287861,7.218340722,11.36458428,8.886796197,9.873545382
Myo1e,4.672212621,5.668729003,5.065869308,5.910718813,5.179179594,5.213935932,5.636344645,5.522380992,5.44154839,6.012190418,5.518297938,5.745782139,6.130864481,5.59360508,8.018331688,5.681236006,5.737264842,3.86964945,6.023471592,5.951443149,5.175361431,5.836978453,5.973351759,4.955755164,5.566843833,6.559693684,5.686508307,5.737993684,5.811237161,5.876810804,5.379280158,6.093843903,4.995646155,5.929607454,6.602856071,4.924281321,5.043658478,4.919555742,5.644479248,6.498958614,5.402285768,4.831534798,6.268301741,6.262647114,8.740562517,5.056414373,6.867221367,6.513133362,4.788427424,4.164963045,4.963630819,5.572289423,4.441343544,5.043793345,5.096193532,4.074742731,4.151950587,4.684783285,5.857734426,5.74804765,4.779250179,6.043090152,5.499474809,4.386128674,4.505934756,6.027993467,5.452886802,6.127780587,6.161836177,4.288915188,6.096453403,5.510720942,6.401834262,5.134781412,2.31955877,5.027743254,5.523076505,6.562689779,5.160210162,5.318706471,4.002520186,4.177255202,5.227072078,6.018429685,5.642268071,2.561757204,4.901373369,4.41195377,6.932986302,5.676020852,5.765946493,4.903859389,4.486094061,5.756050522,5.349442614,5.650953632,3.542810056,5.632602222,6.607663914,5.76519603,4.364760458,5.959079964,5.932792256,5.15348423,5.675693927,5.121741083,2.540102531,4.5764155,5.535596197,5.445350784,5.326261567,4.612990509,5.299066663,4.256546503,4.53923408,4.718642357,5.62370567
