Genes,Bersenev_GSE39553n_DE_YOn.csv, Chambers_GSE6503_YOn.csv, Flach_GSE48893_YOn.csv, Grover_GSE70657_DE_OY.csv, Kirshner_GSE87631_DE_OY.csv, Kowalczyk_GSE59114_DE_OY.csv, Lazare_DE_YO.csv, Mann_GSE1004426_DE_OY.csv, Maryanovich_GSE109546_DE_YO.csv, Norddahl_GSE27686_DE_YOn.csv, Sun_GSE47817_DE_YO.csv, Wahlestedt_GSE44923_DE_YOn.csv
Plscr4,0.0, 0.0, 0.791520881049997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5974814318, 0.9969508145, 0.6699940923, 0.0
Sema7a,0.0, 0.0, 0.951749017683332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0927425259, 0.7887112567, 0.8889184238
Plac8,0.0, 0.0, -1.62978191555834, 0.0, 0.0, -0.6385565491, 0.0, -0.3095498458, -2.2111738321, 0.0, 0.0, -2.0339490102
Plxdc2,0.0, 0.0, -0.693476037883338, 0.0, 0.0, 0.0, 0.0, 0.0, -1.4496055349, -1.2066679043, -0.7540245136, 0.0
Rfc2,0.0, 0.0, -0.780001127008338, 0.0, 0.0, -0.5590018106, 0.0, 0.0, 0.0, -0.6306166771, -0.597690975, 0.0
Gadd45g,0.0, 0.0, 0.0, 0.4134458813, 0.0, 0.4620932923, 0.0, 0.0, 2.2859967583, 2.6754834764, 1.1979369801, 2.2606221485
Art4,0.0, 0.0, 0.0, 0.5821705776, 0.0, 0.0, 0.0, 0.0, 0.7081101496, 1.5571939557, 0.8276805717, 0.0
Cyp26b1,0.0, 0.0, 0.0, 0.5820757983, 0.0, 0.0, 1.3385197765, 0.2945843792, 1.6231545928, 0.0, 1.7213170532, 0.0
Exoc6b,0.0, 0.0, 0.0, 0.3924025091, 0.0, 0.0, 0.0, 0.6216854621, 0.0, 1.2387637704, 1.0561274842, 0.0
Mcm5,0.0, 0.0, 0.0, -0.3800735055, 0.0, -0.6031808779, 0.0, 0.0, 0.0, -1.02109545555, -0.5530446624, 0.0
Tgm2,0.0, 0.0, 0.0, 0.8597698548, 0.0, 0.6272327124, 0.0, 0.7508887213, 0.9418230142, 1.04492310994, 0.7812573427, 0.0
Lst1,0.0, 0.0, 0.0, 0.0, -0.6216542142, 0.0, 0.0, 0.0, -1.3872586309, -0.8973550954, -0.6827907159, -1.0999447752
Prtn3,0.0, 0.0, 0.0, 0.0, 0.0, 1.2350468192, 0.0, 0.6779697711, 0.8271837356, 1.3080026208, 0.9910703888, 0.840102205
Gpx3,0.0, 0.0, 0.0, 0.0, 0.0, 0.5836506416, 0.0, 0.2878818768, 1.9022427004, 0.0, 1.014272636, 0.0
Rorc,0.0, 0.0, 0.0, 0.0, 0.0, 0.3649052105, 0.0, 0.5650224664, 2.0069121089, 1.1175287077, 1.6463435548, 1.4008780843
Nrg4,0.0, 0.0, 0.0, 0.0, 0.0, 0.2521410908, 0.0, 0.0, 1.2668145036, 1.7155516237000001, 1.3308767653, 1.7351484148
Tox,0.0, 0.0, 0.0, 0.0, 0.0, 0.5002741181, 0.0, 0.0, 0.7860469775, 1.28986691035, 0.8838221992, 0.0
Ly6e,0.0, 0.0, 0.0, 0.0, 0.0, 0.4897860919, 0.0, 0.0, 0.3883697331, 0.5815333032, 0.6124970719, 0.0
Tmem176a,0.0, 0.0, 0.0, 0.0, 0.0, 0.5309406043, 0.0, 0.6639347549, 0.5621268704, 0.6462595388, 0.7223736642, 0.0
Mmrn1,0.0, 0.0, 0.0, 0.0, 0.0, 0.4340373728, 0.0, 0.0, 0.5753326738, 0.8912051611, 0.7279989158, 0.0
Cd63,0.0, 0.0, 0.0, 0.0, 0.0, 0.3893650779, 0.0, 0.4802078773, 0.4242411121, 0.0, 0.5396034783, 0.0
Lpar6,0.0, 0.0, 0.0, 0.0, 0.0, 0.3276185809, 0.0, 0.2757615146, 0.0, 1.4296863465, 1.1305167018, 1.0848962047
Tc2n,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3753995384, 0.0, 3.508899441, 2.5896349523, 3.042865145, 2.9549858098
Vldlr,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6324696599, 0.0, 1.1456987265, 1.6742696483333335, 1.0398538594, 1.2295320107666667
Rdh10,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1327585283, 0.0, 0.0, 1.40440229425, 1.2660262818, 1.01815826475
Amotl2,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9131829116, 0.0, 2.7665916591, 0.0, 1.4661165288, 1.510113276
Plcl1,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8080432452, 0.0, 0.0, 2.3246340173, 1.2504552873, 1.5005555802
Ptger4,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1132925486, 0.0, 0.0, 1.48687690955, 1.1046621264, 1.1426485044499999
Maf,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1799329082, 0.0, 3.14482094, 0.0, 1.5858254103, 1.7341582901
Vmp1,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7207004349, 0.0, 1.3394172533, 1.0454423214, 1.0453954629
Procr,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4704741336, 0.5932819609, 0.7715388808, 0.660624792, 0.6665369472
Runx1t1,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3544976378, 1.1314254074, 1.6394971344, 1.1688820456, 1.9700056306333333
Rab34,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8426288558, 0.8086871376, 0.7309904047, 1.3417895302
Tbc1d8,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6595112704, 1.2839948961, 0.786795026, 1.1175102482
Ddr1,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4858400318, 1.8795433780500002, 1.5397960135, 1.3238796153
Ampd3,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9965104839, 1.3211588964, 0.8488180388, 1.3905268497
Syk,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5784669694, -0.7984435667, -0.8107728933, -0.8547767021
Ocln,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9769798081, 1.6692675102, 1.5165389378, 1.0925904137
Rgn,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.375925439, 2.3900865222, 2.2173613231, 2.0386766568
Meis2,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0160028969, 1.9840084213, 1.1881767638, 1.959249996
Gabra4,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.279824715, 3.1250227353, 4.8422367099, 2.8884591256
Antxr2,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.7176780236, -0.9174399002, -0.658171421, -0.9810107473
Nt5c3,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6006711576, 0.7657853997, 0.7699864364, 0.7198186751
Chrna7,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.189301161, 1.9610452641, 2.2445063393, 1.7164435071
Ldhd,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4058715051, 1.59888608635, 0.9441393453, 0.97707765415
Pdgfd,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7415437479, 1.1910856076, 0.9538082553, 1.165718559
Acpp,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3850554967, 2.2847965395, 1.6189609609, 1.2195433995
Lrrn1,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0632026386, 1.5732138785, 2.1249741905, 1.8103170968
Camk1d,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6290715311, -2.1728945693, -1.0489588117, -1.9205161835
Asb4,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4888054692, 1.5073410037, 1.7004382841, 1.6532002931
Cldn12,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4893753561, 0.6121402416, 0.7544174043, 0.7204396464
Ntf3,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0159571429, 3.0432636244, 3.8951962956, 2.7419500373
Cd200r4,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3636070477, 0.933058463, 1.3379061706, 1.857802733
Kdr,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1626306999, 1.3896781044, 1.4761467612, 1.4418349673
Prnp,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6855586315, 1.0009558236, 0.8715292984, 0.8154462684
